file,clean_message
panus-s/deleted_items/205.,"message-id: date: fri, 26 oct 2001 07:17:59 -0700 (pdt) increased security at enron center mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: corporate x-to: all enron <??sall enron x-cc: x-bcc: x-folder: \spanus (non-privileged)\panus, stephanie\deleted items x-origin: panus-s x-filename: spanus (non-privileged).pst late on october 25th, we received information about a nonspecific threat to the enron center. we communicated with law enforcement officials who found the threat unsubstantiated and without merit. nonetheless we take all threats seriously and have increased the security presence at the enron center still further. once again, if you observe suspicious behavior, please call security at 3-6200."
weldon-c/_sent_mail/31.,"message-id: date: thu, 3 may 2001 14:19:00 -0700 (pdt) energy mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: v charles weldon x-to: mark schlueter <mark x-cc: x-bcc: x-folder: \exmerge - weldon, v. charles\'sent mail x-origin: weldon-v x-filename: v charles weldon 7-2-02.pst why are energy stocks down so much today? my only guess is because outlook for ng prices is lower...follows your theory of our price being proportional to ng price."
causholli-m/deleted_items/362.,"message-id: date: fri, 3 aug 2001 13:13:36 -0700 (pdt) market wrap-up for the wk of aug 03 mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: causholli, monika </o=enron/ou=na/cn=recipients/cn=mcaushol> x-to: allan, david </o=enron/ou=na/cn=recipients/cn=dallan>, biggerstaff, finley </o=enron/ou=na/cn=recipients/cn=fbigger>, bosek, laura </o=enron/ou=na/cn=recipients/cn=lbosek>, boudreaux, jay </o=enron/ou=na/cn=recipients/cn=jboudre>, bruch, greg </o=enron/ou=na/cn=recipients/cn=gbruch>, bryja, james </o=enron/ou=na/cn=recipients/cn=jbryja>, carter, karen e. </o=enron/ou=na/cn=recipients/cn=kcarter4>, conner, andrew r. </o=enron/ou=na/cn=recipients/cn=aconne1>, crane, bob </o=enron/ou=na/cn=recipients/cn=bcrane>, daetz, milagros </o=enron/ou=na/cn=recipients/cn=mdaetz>, dimitry, dirk </o=enron/ou=na/cn=recipients/cn=ddimitry>, haque, fariha </o=enron/ou=na/cn=recipients/cn=fhaque2>, hernandez, morela </o=enron/ou=na/cn=recipients/cn=mhernan3>, kanji, ayesha </o=enron/ou=na/cn=recipients/cn=akanji>, kelemen, andy </o=enron/ou=na/cn=recipients/cn=akeleme>, malcolm, rodney </o=enron/ou=na/cn=recipients/cn=rmalcol>, mccormick, george </o=enron/ou=na/cn=recipients/cn=gmccorm>, rickard, craig </o=enron/ou=na/cn=recipients/cn=crickard>, robinson, richard t. </o=enron/ou=na/cn=recipients/cn=rrobins>, saltiel, robert </o=enron/ou=na/cn=recipients/cn=rsaltiel>, stapley, cecil </o=enron/ou=na/cn=recipients/cn=cstapley> x-cc: x-bcc: x-folder: \mcaushol (non-privileged)\deleted items x-origin: causholli-m x-filename: mcaushol (non-privileged).pst here it comes again, the market wrap-up for this week. monika causholli"
mann-k/discussion_threads/2878.,"message-id: date: thu, 15 mar 2001 08:50:00 -0800 (pst) fw: march headcount (sort of an org chart) mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- fw: march headcount ---------------------- forwarded by lorie leigh/hou/ect on 03/15/2001 04:44 pm --------------------------- fw: march headcount i received a report from hr and it appears there is conflicting information regarding some of the titles for various employees. please verify that the titles are correct for everyone in your group. the ones that i made changes to are in red. thanks, paula. -----original message----- fw: march headcount i formatted the file so that it would print on one legal size sheet. please use this new file as opposed to the one i sent earlier. -----original message----- march headcount please review the attached org chart for march and submit any changes by noon tomorrow. it is imperative that all of the information on the attached file is accurate, including titles, as this information is being given directly to john lavorato and louise kitchen. thanks, paula."
farmer-d/discussion_threads/4404.,"message-id: date: tue, 16 jan 2001 02:55:00 -0800 (pst) hpl noms. for jan. 17, 2001 mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: ""david avila"" x-to: ""gary green"" ""charlie stone"" ""melissa jones"" ""sherry looney"" x-cc: x-bcc: x-folder: \darren_farmer_jun2001\notes folders\discussion threads x-origin: farmer-d x-filename: dfarmer.nsf (see attached file: hpln0117.xls) - hpln0117.xls"
tycholiz-b/inbox/47.,"message-id: date: fri, 18 may 2001 06:54:51 -0700 (pdt) list of reviewers mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: miller, stephanie </o=enron/ou=na/cn=recipients/cn=smiller2> x-to: tycholiz, barry </o=enron/ou=na/cn=recipients/cn=btychol> x-cc: x-bcc: x-folder: \btychol (non-privileged)\tycholiz, barry\inbox x-origin: tycholiz-b x-filename: btychol (non-privileged).pst i sent three names to you for my reviewers. laura wente, mark whitt, gerald nemec. you may want to add someone from the desk - your discretion. thanks steph"
phanis-s/deleted_items/1.,"message-id: date: sat, 22 dec 2001 09:25:20 -0800 (pst) theres still time for holiday ecards at bluemountain.com! mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: ""bluemountain.com"" x-to: panus, stephanie </o=enron/ou=na/cn=recipients/cn=spanus> x-cc: x-bcc: x-folder: \stephanie_phanis_jan2002\panus, stephanie\deleted items x-origin: phanis-s x-filename: spanus (non-privileged).pst say happy holidays with the world's most popular ecards: christmas bear christmas sing-a-long the all -weather snowman kit patriotic christmas bluemountain.com...for everything you want to say. bluemountain.com values your privacy. this message was sent to you by bluemountain.com. we will not sell or share your personal information with another company without your permission. to view our privacy policy, visit: if you prefer not to receive promotional email from bluemountain, please send a message to: and type ""remove"" in the subject field. this system is automated and must be contacted from the email address you wish to have removed."
shapiro-r/discussion_threads/331.,"message-id: date: fri, 20 apr 2001 14:10:00 -0700 (pdt) mae release cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x- mae release orlando see attached a summary translation regarding mae intervening sergio assad"
griffith-j/design/22.,"message-id: date: tue, 3 apr 2001 05:46:00 -0700 (pdt) re: coast chair mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- re: coast chair patsy, i just talked to totemdesign and they said that magis doesn't produce the coast chair. he thought that it was only produced for a restaurant, is that true? if not, who produces the coast chair. thanks for your time. sincerely, john griffith"
heard-m/inbox/114.,"message-id: date: mon, 29 oct 2001 12:53:31 -0800 (pst) fw: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- < moyez lallani enron networks 713-345-3683"
taylor-m/sent/386.,"message-id: date: mon, 2 aug 1999 00:57:00 -0700 (pdt) re: legal sign off meeting - monday, 9th august mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- legal sign off meeting - monday, 9th august as requested a ""final"" meeting has been arranged on monday, 9th august at clifford chance (a room has been booked for the full day). could you please let me know asap if this is going to be a problem. i am waiting to hear from david gilbert/ken raisler of sullivan & cromwell to ascertain who will be attending. i will follow up this pm. andrew wilkinson will not be able to attend this meeting - he is on paternity leave at present. thank you. regards. tracy - ext. 7374"
schwieger-j/discussion_threads/65.,"message-id: date: thu, 22 mar 2001 06:31:00 -0800 (pst) bammel gas compressor cost projection mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- bammel gas compressor cost projection ---------------------- forwarded by jim schwieger/hou/ect on 06/06/2000 09:27 am --------------------------- jim schwieger 03/06/2000 11:08 am to: brian mark cc: thomas a kenny j david jim (bcc: jim schwieger/hou/ect) subject: bammel gas compressor cost projection the attached schedule is my projection of bammel injection activity through the remainder of 2000. this is an estimate as of today march 5, and will change as the futures curve changes. the schedule also includes a fuel percentage table that i would recommend using in the future to determine the fuel percentage to be utilized at different gas in place levels. it is my understanding that all electric compressor cost will be charged to a separate location each month and the storage book will credit that location with the calculated gas compressor costs on a monthly basis. please let me know if this is your understanding and if the fuel percentage table recommended above is ok with you!"
king-j/deleted_items/224.,"message-id: date: tue, 23 oct 2001 04:59:35 -0700 (pdt) fw: summary rto week day 2 -- planning & expansion mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: quoted-printable x-=09fw: summary rto week day 2 -- planning & expansion fyi. =20 tj and claudette -- please forward to your groups. thanks. -----original message----- from: =09walton, steve =20 sent:=09wednesday, october 17, 2001 10:17 pm rto week day 2 -- october 16, 2001 transmission planning & expansion the afternoon panel discussed transmission planning and expansion. the pane= lists were: jose degado--ceo american transmission company, michael dworkin= --chair vermont psc, mark maher--vp transmission business line, bonneville = power administration, lara manz--pse&g, masheed rosenqvist--national grid, = steve walton--enron. general observations the commissioners were all present although the did leave and return from t= ime to time. commissioner's breathitt and massey were the most active in q= uestioning. the ferc staff were active in asking questions after the initi= al presentations, moving along the discussion by asking questions. there w= as some reference to the morning discussion of congestion management, howev= er, there was no discussion of the merits of the various types of transmiss= ion rights. there was a good deal of consensus around the concept of the r= to planning process being first a provider of information to the market (wh= ere are problems, how might they be solved, etc.) and that the where possib= le that expansion be funded by market participants who would benefit. ther= e was a good deal of discussion of ""least cost planning"" and the identifica= tion of options which are not transmission related. all agreed there had t= o be backstop authority to build transmission, however then the challenge i= s who pays for it, which raises the need for dispute resolution. =20 opening statements jose delgado: atc is a transmission only company with miso as the system op= erator. they view everyone as a customer whose needs are to be met. they = were formed by divestiture by ious, coops and munis and with a $500 million= asset base initially. their current ten year plan will add $1billion of in= vestment. their top priorities are connecting generation and load. =20 michael dworkin: because transmission is a common good, construction affect= s all parties not just one party. the environmental and permitting of line= s requires a balance of benefits with costs and a long range view. the ide= a of joint boards should be considered for dealing with multi-state project= s, although ferc has show little interest in joint boards they have been us= ed by fcc. state input needed because of the local needs and impacts which= must be considered. mark maher: ferc must consider the unique characteristics of the west when = considering congestion management. lmp is not a good fit to hydro systems = with their multiple use obligations. rto west is developing a planning pro= cess which will give the rto the freedom to develop options as we learn in = the future. the rto needs a strong centralized planning process. laura manz: the various aspects of planning are connected. pricing (lmp) i= s the key to getting the right signals for expansion of transmission and re= sources. no competitor should have an advantage over another. the rto ne= eds a central planning process but it shouldn't push solutions. the market= should decide on solutions. =20 masheed rosenqvist: the morning discussion of congestion management talked = about hedging against risk. the planning discussion is not about what we h= ave now, but about how to avoid future congestion. the commission has take= n conflicting positions in different cases. the issues that need to be ans= wered are: how can merchant transmission be compensated? should transmiss= ion projects be open to rfps? is ferc open to market based pricing for exp= ansions? =20 steve walton: the most important thing for ferc to do for expansion is to = settle the matter of industry structure do away with the uncertainty that h= as frozen transmission investment. the rto debate has been going on for 5 = years or more and needs to be settled. for expansion to go forward, there = needs to be a clear property right which accrues to the expanding party. y= ou are always going to have muddy issues in planning. for instance if a 13= 8 kv line is all that is needed to day, but future considerations of scare = right-of-way say a 345 kv line should be built, who pays for the extra cost= . in order to resolve such matters the planning process must include a dis= pute resolution process, appeal able to ferc, to decide such matters. discussion kevin kelly asked about he fact that some parties benefit form current cong= estion so how does a stakeholder process get things built when some oppose.= most agreed that if a party wants to fund construction it should be built= with the beneficiaries funding. michael dworkin expressed concerns about = use of eminent domain to build which means a benefit test must exist to say= this is the best solution, i.e. least cost planning. this lead to discuss= ion of the need for the rto to be provider of information to all parties so= they can make intelligent decisions. =20 commissioner massey asked about whether the system was (a) under built and = needed lots of expansion so don't worry about overbuilding or (b) transmiss= ion planning should consider all options before construction of new facilit= ies. the panel agreed that pricing needs to be a prime determinant in the = process. michaela dworkin worried that overbuilding distorts decisions. l= aura manz felt that the term ""under built"" is a secondary effect of not hav= ing proper pricing of locational prices to guide parties. dick o'neil asked if lmp will work in the west. mark maher said it wouldn'= t. laura manz said it applies everywhere because of physics, they manage h= ydro facilities in pjm. michael dworkin said lmp means an explicit measure= of cost of congestion and the value of generation at locations and ought n= ot to be rejected just intelligently designed. bpa is looking pricing mode= l but lmp won't work. steve walton said lmp needed for real time dispatch,= but given the nature of the northwest hydro system it must have some ""twea= ks"" like bilaterals and allow operator self-schedule output levels to permi= t river coordination. hydro system optimizes over weeks and months to max= imize firm energy production not on an hour to hour basis. pjm has hydro, = but not 70% as in the northwest. implementation will be different because = such thing as unit commitment are different when you have primarily hydro a= nd base load coal. in the summation at the end of the panel, four principles were listed: (1)= rto must provide information, (2) rto should identify solutions, (3) rto s= hould be unbiased and (4) the rto should be accountable. the disagreement = was over the last two points, michael dworkin felt that #3 (unbiased) was c= ritical and that #4 (accountability) was accomplished by having regulators = involved in governance. jose delgado said and transco can't be unbiased si= nce it provides services, although the iso above it can be, but accountabil= ity is based on loosing your investment if you make an mistake. this last = point really comes down to a preference for iso over transco forms and the = tension which exist because unbiased and accountability issues. steve"
taylor-m/all_documents/982.,"message-id: date: tue, 21 dec 1999 09:51:00 -0800 (pst) eol credit responses 12/21 mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- eol credit responses 12/21 please find attached credit's eol responses for 12/21. regards molly"
sanders-r/project_stanley/17.,"message-id: date: mon, 14 aug 2000 11:13:00 -0700 (pdt) project stanley - alberta market surveillance regulation changes mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: robert hemstock x-to: richard b sanders, jeffrey t hodge, mark e haedicke, steven j kean, richard shapiro, aleck dadson, mark palmer, x-cc: x-bcc: x-folder: \richard_sanders_oct2001\notes folders\project stanley x-origin: sanders-r x-filename: rsanders.nsf you may be interested to know that on july 20, 2000 the alberta minister of resource development signed the new market surveillance amendment regulation into law. the new regulation made four changes to the existing market surveillance regulation, namely: (a) it gave the msa the new authority to monitor the conduct of the ppa owners in relation to compliance with their obligations under the ppas; (b) it gave complaintants a mechanism to appeal a decision of the msa not to further investigate a complaint to the power pool council; (c) it retained the mandatory referral mechanism by the msa to another agency if the msa's investigation determines the matter falls within another agency's jurisdiction (i.e. competition bureau) but has eliminated the requirement that upon such a referral the msa cease its own investigation. the power pool council now has the authority to determine whether the msa should carry on with its investigation after a referral, or not. (d) it added a section relating to the msa's authority to apply to the court for an order authorizing it to take evidence outside of alberta. attached is a copy of the market surveillance amendment regulation."
guzman-m/_sent_mail/243.,"message-id: date: fri, 6 oct 2000 03:42:00 -0700 (pdt) mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- - beavfans12.jpg"
dasovich-j/mba__macroeconomics/22.,"message-id: date: tue, 30 nov 1999 14:11:00 -0800 (pst) suggested answers to homework 5 mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: bhashkar mazumder x-to: class1 class2 x-cc: x-bcc: x-folder: \jeff_dasovich_dec2000\notes folders\mba--macroeconomics x-origin: dasovich-j x-filename: jdasovic.nsf i've attached a word 6 file with answers to last week's homework. bhash - homework 5.doc"
taylor-m/inbox/lisa_j/56.,"message-id: date: tue, 28 aug 2001 11:45:55 -0700 (pdt) coal and emissions desk - call outcomes... cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x-from: jacobson, lisa </o=enron/ou=na/cn=recipients/cn=ljacobso> x-to: woods, trevor </o=enron/ou=na/cn=recipients/cn=twoods>, taylor, michael e </o=enron/ou=na/cn=recipients/cn=mtaylor5> x-cc: keeler, jeff </o=enron/ou=na/cn=recipients/cn=jkeeler> x-bcc: x-folder: \mtaylor5 (non-privileged)\taylor, michael e\inbox\lisa j x-origin: taylor-m x-filename: mtaylor5 (non-privileged).pst trevor and michael, good talking with you today. projects: additional information on impact of section 126 court ruling pros and cons of joining southern company effort (on ny lawsuits) possible dinner on 9/26 - nox workshop ghg emissions trading chart give me a call or send me an email if i missed anything. lisa next call - tuesday, september 11 - 9:30 am houston; 10:30 am est lisa jacobson enron manager, environmental strategies 1775 eye street, nw suite 800 washington, dc 20006 phone: +(202) 466-9176 fax: +(202) 331-4717"
kean-s/archiving/untitled/4905.,"message-id: date: sun, 13 may 2001 23:25:00 -0700 (pdt) incident reporting- pll labours cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x- incident reporting- pll labours at about 1415 hrs it was reported that pll workers have stopped work in cove area and have assembled in large number. security was moved in immediately. it was observed that about 700 plus workers were assembled and pll staff was making efforts to talk to them. the workers however were not in receptive mood and had started walking towards the lng office. the crowd was though peaceful was in agitated mind. the situation was explained to mr kenneth lambert and mr sanjeev khandekar and the srp and state police was mobilised to stop the labour force from advancing towards lng office complex. mr sanjeev khandekar and pll project manager mr pankaj jain addressed the crowd and listened to their grievances. labours stated that (a) when they asked details of the final settlement amount paid to them, they alleged that the staff was rude. (b) the provident fund slips did not bear any stamp/signature and did not appear to be authentic. mr pankaj jain explained that they would receive a hindi translated copy in future and provident fund statements would bear a office seal and signature too. the labour force was later pacified and asked to return to work. the security has been alerted to monitor the situation in labour camps and job sites. col brid"
guzman-m/_sent_mail/227.,"message-id: date: fri, 13 oct 2000 10:20:00 -0700 (pdt) re: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: mark guzman x-to: katie trullinger @ enron x-cc: x-bcc: x-folder: \mark guzman 6-28-02\notes folders\'sent mail x-origin: guzman-m x-filename: mark guzman 6-28-02.nsf yeah, i think i left a bunch of shit in those cupboards that night. i miss that apartment to because it was so nice however, i love where i live now. i never leave downtown anymore. i only go out to places downtown pretty much and i don't have to drive if i want to go out for a few drinks. i love northwest. so how is it working out with the kim thing. are you going to move out soon? as far as working nights goes the first night went fine and i was not even tired. i am working tonight and saturday night also. i have next weekend off which will be nice. once i am up to speed i wont have to work nights. i will be working half the time nights and half the time days, so that will be a little better. and it will be awesome to have a six day break once a month. not to mention the 10% raise! anyway have a great weekend. hey and if you are interested in grabbing lunch on monday or a drink after work i have the day off. give me a call if you are interested. otherwise i will catch up to ya later!"
kaminski-v/sent/1194.,"message-id: date: tue, 19 dec 2000 02:09:00 -0800 (pst) cusip cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x-from: vince j kaminski x-to: x-cc: vince j kaminski x-bcc: x-folder: \vincent_kaminski_jun2001_3\notes folders\sent x-origin: kaminski-v x-filename: vkamins.nsf david, the cusip of the bond i have is 694308ef0 pgc 8.375% 5/1/25 1st & ref mortgage bond, ser 92b. vince"
kaminski-v/discussion_threads/4031.,"message-id: date: fri, 27 apr 2001 03:59:00 -0700 (pdt) contact info mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- contact info vincent, congratulations on spearheading the mind's eye madness event - it looks like quite a success. my biggest disappointment is that i am leaving enron this week and have been too busy to participate as much as i would like. i have had continued interest in the work and presentations that amy oberg has done, so would have really enjoyed the workshop yesterday. i am still considering doing some or all of the motorcade friday, however that may work. separately, thanks for the update in the lobby today on the enterprise risk project. please keep in touch with me. as i mentioned, my redeployment period ends tomorrow (april 26), but i currently do not have an outside job lined up and still have a lot of interest in the project if something can be worked out over the next few weeks. although he is not in the same group as david port, i have worked a lot with brad larson in the rac underwriting group - he may be a good source of information on me also. contact information: e-mail: phone: 713.668.4277 cell: 713.320.5615 thanks, glenn darrah _________________________________________________________________ get your free download of msn explorer at"
nemec-g/notes_inbox/2461.,"message-id: date: thu, 11 jan 2001 00:19:00 -0800 (pst) re: pge due diligence effort cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x- pge due diligence effort stephanie, i have the copy of the contract so don't worry about that. do you know of any other deals with pgt we currently hold? becky, you knowledge of any other pgt deals we have along with the tariff provisions would be appreciated. i am trying to prepare a brief for travis by late tommorrow. thanks. ----- forwarded by gerald nemec/hou/ect on 01/10/2001 03:16 pm ----- steve van hooser 01/10/2001 02:38 pm to: stephanie rebecca w cc: gerald nemec subject: pge due diligence effort stephanie and becky, i need your help with the pg&e credit exposure diligence described in travis mccullough's e:mail set forth below. could you please forward me (i) copies of the service agreement, capacity release materials and executed pgt agreement for the 67,000 mmbtu of transport acquired in 1998, and (ii) the tariff provisions that deal with the matters described in travis' e:mail. also, what additional transportation transactions do we currently have on pg&e entities. do you have a feel for that? we are supposed to be helping credit to get a handle on (a) pg&e exposure and (b) setoff opportunities as to such exposure. of course, credit would like our input by friday. thanks for your help. steve van hooser ----- forwarded by steve van hooser/hou/ect on 01/10/2001 02:27 pm ----- shari stack 01/09/2001 10:10 am to: steve van gerald alan wayne mary dan j nony cc: jeffrey t elizabeth travis mark e subject: pge due diligence effort my asst., kaye ellis, will be calling each of you this morning to see if you can attend a short meeting today to discuss a due diligence effort with regard to pacific gas and electric company and its various subsidiaries. we have an overall exposure report from credit which shows that enron is exposed to pg&e in virtually all of the commodities that we transact. in the meeting today - travis and i will help you identify the pg&e entity/entities which may have transactions with enron concerning your particular commodity. we will ask you to pull the relevant master agreement and provide the information set forth below. thank you in advance for your help, shari ----- forwarded by shari stack/hou/ect on 01/09/2001 09:57 am ----- travis mccullough 01/09/2001 09:12 am to: shari andrew cc: william s subject: pge due diligence effort here is a list of the information that we will need to collect from each master agreement: governing law; summary of setoff provisions (in particular, does the contract give us the right to setoff (i) only those transactions under the specific master, (ii) transactions under other agreements between the same counterparties; or (iii) transactions under other agreements between affiliates of the counterparties; (v) all transactions or only those transactions that we elect to offset; summary of termination provisions (automatic upon bankruptcy or insolvency of a party? any notice requirements?) summary of liquidated damages provisions (how computed? provision for two-way ld's (such that even the breaching party gets a payment if they are in the money?) we also need to discuss how we can get comfortable that all transactions were properly booked under the correct master agreement, and that there are no significant ""glitches"" in our transaction documentation."
kaminski-v/discussion_threads/4401.,"message-id: date: thu, 6 jan 2000 01:36:00 -0800 (pst) enron on line and tracking mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x- enron on line and tracking this meeting has been rescheduled for: friday, january 7th 2:15-3:15pm eb 3084 if you have questions please call george smith @36993 or alex @ 57389. i will keep you informed of any changes. thanks alex ---------------------- forwarded by alex saldana/hou/ect on 01/05/2000 12:10 pm --------------------------- alex saldana 01/05/2000 11:30 am to: george edward katherine l robert randall l hunter s scott robert cc: heather kimberly airam brenda elizabeth subject: enron on line and tracking please plan to attend the above mentioned meeting: thursday, january 6th 3:30-4:30pm eb 3013 if you have any questions please call george smith @ 36993, for any scheduling conflicts call me at @ 57389. thanks alex"
kean-s/all_documents/6126.,"message-id: date: mon, 29 jan 2001 14:50:00 -0800 (pst) re: urgent - steve kean to testify at senate hearing, need info mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: mary schoen x-to: david parquet, alan comnes, elizabeth linnell, james d steffes, jeff dasovich, john neslage, margaret carson, richard b sanders, sandra mccubbin, steve walton, steven j kean, susan j mara x-cc: x-bcc: x-folder: \steven_kean_june2001_1\notes folders\all documents x-origin: kean-s x-filename: skean.nsf dave and my comments were very similar...i want to forward my memo to the larger group b/c it contains some background information for those not as familiar with the environmental regs. mary schoen environmental strategies enron corp 713-345-7422"
sanders-r/all_documents/1642.,"message-id: date: tue, 13 mar 2001 01:38:00 -0800 (pst) fw: hendricks pltfs' opposition to motion to stay mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: ""healey, chris"" x-to: ""alexander, jeff"" ""allen, gretchen"" ""bailey, brent"" ""beh, james"" ""benzian, peter"" ""bestor, geoffrey"" ""bliss, erik"" ""brooks, john t."" ""brown, heather"" ""burns, david"" ""butswinkas, dane"" ""chapin, edward"" ""chasin, charlie"" ""coleman, ran"" ""copeland, greg"" ""copeland, greg (reliant address)"" ""costa, jennifer"" ""cottle, lisa"" ""davenport, hugh"" ""davidson, jeffrey"" ""edwards, brady"" ""edwards, robert jr."" ""eisenstat, larry"" ""fallon, robert"" ""fergus, g."" ""forrest, kirk"" ""frizzell, jean"" ""gammie, john"" ""gibbs, robin"" ""goldberg, alex"" ""guzman, jose"" ""halling, gary"" ""hamer, mark"" ""harris, scott"" ""hartman, sanford"" ""healey, christopher"" ""hein, jennifer"" ""herbert, john"" ""herman, stephen"" ""hershberger, john"" ""hixson, thomas"" ""holcomb, bruce"" ""houlihan, terry"" ""jines, mike"" ""kadzik, peter"" ""karp, joseph"" ""kass, michael"" ""katz, bruno"" ""kennedy, thomas"" ""kirby, michael"" ""kleinman, joel"" ""lane, linda"" ""leone, michael"" ""leslie, john"" ""mattes, martin"" ""maxwell, melissa"" ""mcmahon, gerald"" ""mcmanus, randy"" ""mcmanus, randy (reliant address)"" ""merryman, bryan"" ""miller, lisa"" ""mittelstaedt, robert"" ""muller, tim"" ""murphy, harlan"" ""murphy, tanya"" ""newton, joel"" ""nissen, neha"" ""noonan, david"" ""pallenik, christine"" ""paul, joe"" ""pedersen, norman"" ""perlis, mark"" ""peters, mary lou"" ""pickens, a."" ""pickett, donn"" ""raber, stephen"" ""rice kelly, hugh"" ""richardson, tony"" ""roppe, laura"" ""russell, joann"" ""sanders, richard"" ""sauntry, june ann"" ""schenkkan, pete"" ""shohet, jeffrey"" ""smith, mike"" ""sottosanti, martha"" ""spanos, theodore"" ""springer, james"" ""starbird, zackary"" ""steiner, robert"" ""sturgeon, john"" ""taylor, timothy"" ""tiffany, joseph ii"" ""tribble, douglas"" ""varner, carlton"" ""wall, dan"" ""weaver, michael"" ""wiegmann, hack"" ""williams, robert"" ""zdebski, charles"" x-cc: x-bcc: x-folder: \richard_sanders_oct2001\notes folders\all documents x-origin: sanders-r x-filename: rsanders.nsf here is the milberg opposition to the ex-parte application and the motion to stay in hendricks. it was apparently filed and served by mail on friday, although i had to call simon's office yesterday to get a copy. note that milberg makes no mention of the 455 issue. krause is apparently filing an opposition brief today in gordon. we will discuss hearing status, etc on call today. > <<3-9 hendricks oppo to stay.pdf>> > > ************** > > confidential > > luce, forward, hamilton & scripps llp > 600 west broadway > suite 2600 > san diego, ca 92101-3391 > (619) 236-1414 > > the information contained in this electronic mail transmission is > confidential and intended to be sent only to the stated recipient of the > transmission. it may therefore be protected from unauthorized use or > dissemination by the attorney-client and/or attorney work-product > privileges. if you are not the intended recipient or the intended > recipient's agent, you are hereby notified that any review, use, > dissemination, distribution or copying of this communication is strictly > prohibited. you are also asked to notify us immediately by telephone and > to delete this transmission with any attachments and destroy all copies in > any form. thank you in advance for your cooperation. > - 3-9 hendricks oppo to stay.pdf"
beck-s/all_documents/838.,"message-id: date: wed, 29 nov 2000 11:03:00 -0800 (pst) your approval is overdue: access request for mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit x-from: x-to: x-cc: x-bcc: x-folder: \sally_beck_dec2000\notes folders\all documents x-origin: beck-s x-filename: sbeck.nsf this request has been pending your approval for 3 days. please click approval to review and act upon this request. request id : 000000000008254 request create date : 11/27/00 10:45:13 am requested for : resource name : vpn resource type : applications"
mann-k/discussion_threads/3386.,"message-id: date: thu, 19 apr 2001 08:17:00 -0700 (pdt) ena agreement as to forms of agreements cc: mime-version: 1.0 content-type: text/plain; charset=us-ascii content-transfer-encoding: 7bit bcc: x-from: ""campbell, carolyn"" x-to: x-cc: ""keffer, john"" x-bcc: x-folder: \kay_mann_june2001_2\notes folders\discussion threads x-origin: mann-k x-filename: kmann.nsf <<30b202!.doc>> greg and isabel: enclosed is the initial draft of a letter agreement by ena consenting to the form of the ena consent, the promissory note, the security agreement and the financing statement, prepared along the same lines as the ge consent. please review and advise of any comments. thank you. carolyn m. campbell king & spalding 713-276-7307 (phone) 713-751-3280 (fax) enclosure 140366v2 confidentiality notice this message is being sent by or on behalf of a lawyer. it is intended exclusively for the individual or entity to which it is addressed. this communication may contain information that is proprietary, privileged or confidential or otherwise legally exempt from disclosure. if you are not the named addressee, you are not authorized to read, print, retain, copy or disseminate this message or any part of it. if you have received this message in error, please notify the sender immediately by e-mail and delete all copies of the message. - 30b202!.doc"
